Gcode,CompanyTicker,SecurityTicker,SeniorSecurity,SecurityType,AbreviatedSecurityDescription,ListDate_YMD,DelistDate_YMD,ListDate_DaysSince,DelistDate_DaysSince,ListDate,DelistDate,RecordCount,FullCompanyName,AbbrevCompanyName,EarliestListDate,LatestDelistDate,GICSIndustry,SIRCAIndustryClassCode,SIRCASectorCode,CompanyDelistReasonCode,CompanyRelatedGCode,CompanyDelistReasonComment,AlteredLink,MS_CompanyID,MS_SecurityID,MS_CompanyID2,MS_SecurityID2,MA_Identifier
mps2,APW,APW,1,06,units,20160721,,42572,,21/07/2016,,1154,AIMS PROPERTY SECURITIES FUND,AIMS PROR SEC FUND,17/12/2004,,60101000,20,60,,,,,0C00000W6C,0P0000A1HA,,,APW
mpt1,MGR,MGR,1,06,fpo/units stapled,19990618,20020905,36329,37504,18/06/1999,05/09/2002,677,MIRVAC GROUP,MIRVAC GROUP,30/07/1992,,40401010,20,40,C,,,,0C00000W6S,0P00009Y17,,,MGR
mpt1,MGR,MGRDA,1,06,deferred settlement,20020906,20020919,37505,37518,06/09/2002,19/09/2002,10,MIRVAC GROUP,MIRVAC GROUP,30/07/1992,,40401010,20,40,C,,,,0C00000W6S,0P00009Y17,,,MGR
mpt1,MGR,MGR,1,06,fpo/units stapled,20020920,,37519,,20/09/2002,,5628,MIRVAC GROUP,MIRVAC GROUP,30/07/1992,,60101000,20,60,,,,,0C00000W6S,0P00009Y17,,,MGR
mpw1,MPW,MPW,1,01,ordinary,20170504,20200528,42859,43979,04/05/2017,28/05/2020,686,MSL SOLUTIONS LIMITED,MSL SOLUTIONS LTD,04/05/2017,20/02/2023,45100000,21,45,N,,,,0C0000B944,0P0001AET2,,,MSL
mpw1,MSL,MSL,1,01,ordinary,20200529,20230220,43980,44977,29/05/2020,20/02/2023,598,MSL SOLUTIONS LIMITED.,MSL SOLUTIONS LTD.,04/05/2017,20/02/2023,45100000,21,45,S;R;A,,pemba capital partners through plutus bidco pty ltd offers 29.5 cents per {mpw1} share,,0C0000B944,0P0001AET2,,,MSL
mpx1,MPX,MPX,1,01,ordinary,20141128,,41971,,28/11/2014,,342,MUSTERA PROPERTY GROUP LIMITED,MUSTERA PROPERTY GRP,28/11/2014,,60200000,19,60,,,,,0C0000AS2L,0P00014Z8H,,,MPX
mqa1,MQA,MQA,1,01,ordinary stapled,20100125,20180527,40203,43247,25/01/2010,27/05/2018,2105,MACQUARIE ATLAS ROADS GROUP,MACQ ATLAS ROADS GRP,25/01/2010,,20300000,6,20,N,,,,0C00004BM5,0P0000MZPU,,,ALX
mqa1,ALX,ALX,1,01,fpostusprohexclqup,20180528,,43248,,28/05/2018,,1666,ATLAS ARTERIA,ATLAS ARTERIA,25/01/2010,,20300000,6,20,,,,,0C00004BM5,0P0000MZPU,,,ALX
mqae1,MQA,MQAE,1,07,etf units,20240515,,45427,,15/05/2024,,161,MACQUARIE CORE AUSTRALIAN EQUITY ACTIVE ETF,MQ CORE AU ETF,15/05/2024,,0,26,70,,,,,,,,,MQAE
mqdb1,MQD,MQDB,1,36,tmf units,20231122,,45252,,22/11/2023,,211,MACQUARIE DYNAMIC BOND ACTIVE ETF (MANAGED FUND),MQ DYNAMIC BOND ETF,22/11/2023,,0,26,70,,,,,,,,,MQDB
mqeg1,MQE,MQEG,1,07,etf units,20240515,,45427,,15/05/2024,,158,MACQUARIE CORE GLOBAL EQUITY ACTIVE ETF,MQ GL EQ ETF,15/05/2024,,0,26,70,,,,,,,,,MQEG
mqio1,MQI,MQIO,1,36,tmf units,20231122,,45252,,22/11/2023,,195,MACQUARIE INCOME OPP ACTIVE ETF (MANAGED FUND),MQ INCOME OPP ETF,22/11/2023,,0,26,70,,,,,,,,,MQIO
mql1,MQL,MQL,1,01,ordinary,19970218,20010822,35479,37125,18/02/1997,22/08/2001,405,MEDICINE QUANTALE LIMITED,MEDICINE QUANTALE,11/12/1950,,45101010,21,45,N,,,,0C00000LI4,0P00006WEZ,,,PHX
mql1,COO,COO,1,01,ordinary,20010823,20051030,37126,38655,23/08/2001,30/10/2005,923,COSMOS LIMITED,COSMOS LIMITED,11/12/1950,,45100000,21,45,C,,,,0C00000LI4,0P00006WEZ,,,PHX
mql1,COO,COODA,1,01,deferred settlement,20051031,20051113,38656,38669,31/10/2005,13/11/2005,2,COSMOS LIMITED,COSMOS LIMITED,11/12/1950,,45100000,21,45,C,,,,0C00000LI4,0P00006WEZ,,,PHX
mql1,COO,COO,1,01,ordinary,20051114,20061108,38670,39029,14/11/2005,08/11/2006,197,COSMOS LIMITED,COSMOS LIMITED,11/12/1950,,45100000,21,45,N,,,,0C00000LI4,0P00006WEZ,,,PHX
mql1,COO,COO,1,01,ordinary,20061109,20231003,39030,45202,09/11/2006,03/10/2023,2495,CORUM GROUP LIMITED,CORUM GROUP LIMITED,11/12/1950,,45100000,21,45,N,,,,0C00000LI4,0P00006WEZ,,,PHX
mql1,PHX,PHX,1,01,ordinary,20231004,,45203,,04/10/2023,,238,PHARMX TECHNOLOGIES LIMITED,PHARMX TECHNOLOGIES,11/12/1950,,45100000,21,45,,,,,0C00000LI4,0P00006WEZ,,,PHX
mqr2,MQR,MQR,1,01,ordinary,20170315,,42809,,15/03/2017,,1639,MARQUEE RESOURCES LIMITED,MARQUEE RESOURCE LTD,15/03/2017,,15104000,3,15,,,,,0C0000B7VT,0P00019USH,,,MQR
mqws1,MQW,MQWS,1,36,tmf units,20231122,,45252,,22/11/2023,,222,MQ WALTER SCOTT GLBL EQ ACTIVE ETF (MANAGED FUND),MQ WALTER SCOTT ETF,22/11/2023,,0,26,70,,,,,,,,,MQWS
mr11,MR1,MR1,1,01,ordinary,20200915,20230426,44089,45042,15/09/2020,26/04/2023,439,MONTEM RESOURCES LIMITED.,MONTEM RESOURCES,15/09/2020,26/04/2023,15104000,3,15,S;R,,following asset sales and corporate restructure,,0C0000BIKW,0P0001EOF0,,,MR1
mra2,MRA,MRACA,1,06,60c pd; 40c unpd,20050923,20051117,38618,38673,23/09/2005,17/11/2005,31,MARINER AMERICAN PROPERTY INCOME TRUST,MARINER AMERICAN,23/09/2005,18/04/2023,40401010,20,40,C,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,MRA,MRA,1,06,unit,20051118,20081123,38674,39775,18/11/2005,23/11/2008,729,MARINER AMERICAN PROPERTY INCOME TRUST,MARINER AMERICAN,23/09/2005,18/04/2023,40402000,20,40,N,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,RCU,RCU,1,06,unit,20081124,20110510,39776,40673,24/11/2008,10/05/2011,597,REAL ESTATE CAPITAL PARTNERS USA PROPERTY TRUST,REAL ESTATE CAPITAL,23/09/2005,18/04/2023,40402000,20,40,C,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,RCU,RCUDA,1,06,units def set,20110511,20110524,40674,40687,11/05/2011,24/05/2011,10,REAL ESTATE CAPITAL PARTNERS USA PROPERTY TRUST,REAL ESTATE CAPITAL,23/09/2005,18/04/2023,40402000,20,40,C,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,RCU,RCU,1,06,unit,20110525,20161024,40688,42667,25/05/2011,24/10/2016,846,REAL ESTATE CAPITAL PARTNERS USA PROPERTY TRUST,REAL ESTATE CAPITAL,23/09/2005,18/04/2023,60101000,20,60,N,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,ATT,ATT,1,06,unit,20161025,20190113,42668,43478,25/10/2016,13/01/2019,47,ANTE REAL ESTATE TRUST,ANTE REAL ESTATE TST,23/09/2005,18/04/2023,60101000,20,60,N,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,QPR,QPR,1,06,unit,20190114,20190224,43479,43520,14/01/2019,24/02/2019,5,QUATTRO PLUS REAL ESTATE,QUATTRO PLUS ESTATE,23/09/2005,18/04/2023,60101000,20,60,C,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,QPR,QPRDC,1,06,deferred settlement,20190225,20190305,43521,43529,25/02/2019,05/03/2019,1,QUATTRO PLUS REAL ESTATE,QUATTRO PLUS ESTATE,23/09/2005,18/04/2023,60101000,20,60,C,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,QPR,QPR,1,06,unit,20190306,20201207,43530,44172,06/03/2019,07/12/2020,54,QUATTRO PLUS REAL ESTATE,QUATTRO PLUS ESTATE,23/09/2005,18/04/2023,60101000,20,60,N,,,,0C00000W6A,0P0000A1H9,,,AKL
mra2,AKL,AKL,1,06,unit,20201208,20230418,44173,45034,08/12/2020,18/04/2023,68,AUCKLAND REAL ESTATE TRUST,AUCKLAND REAL ESTATE,23/09/2005,18/04/2023,60101000,20,60,R,,due to listing costs; lack of liquidity and consistent unit price discount to net tangible asset values,,0C00000W6A,0P0000A1H9,,,AKL
mrb2,MRB,MRB,1,01,ordinary,20070919,20080330,39344,39537,19/09/2007,30/03/2008,81,MARGINBET LIMITED,MARGINBET LIMITED,19/09/2007,,25300000,9,25,C,,,,0C00000W69,0P0000A1H8,,,PLS
mrb2,MRB,MRBDA,1,01,deferred settlement,20080331,20080410,39538,39548,31/03/2008,10/04/2008,1,MARGINBET LIMITED,MARGINBET LIMITED,19/09/2007,,25300000,9,25,C,,,,0C00000W69,0P0000A1H8,,,PLS
mrb2,MRB,MRB,1,01,ordinary,20080411,20080415,39549,39553,11/04/2008,15/04/2008,0,MARGINBET LIMITED,MARGINBET LIMITED,19/09/2007,,25300000,9,25,N,,,,0C00000W69,0P0000A1H8,,,PLS
mrb2,FTN,FTN,1,01,ordinary,20080416,20091221,39554,40168,16/04/2008,21/12/2009,0,FORTUNA MINERALS LIMITED,FORTUNA MINERALS,19/09/2007,,15104000,3,15,N,,,,0C00000W69,0P0000A1H8,,,PLS
mrb2,PLS,PLS,1,01,ordinary,20091222,,40169,,22/12/2009,,2970,PILBARA MINERALS LIMITED,PILBARA MIN LTD,19/09/2007,,15104000,3,15,,,,,0C00000W69,0P0000A1H8,,,PLS
mrc1,MRC,MRC,1,01,ordinary,19930707,20000711,34157,36718,07/07/1993,11/07/2000,130,MINERAL COMMODITIES NL,MINERAL COMMODITIES,20/08/1970,,,3,15,N;Y,,,,0C00000LY6,0P00006WPJ,,,MRC
mrc1,MRC,MRC,1,01,ordinary,20000712,20010528,36719,37039,12/07/2000,28/05/2001,197,MINERAL COMMODITIES LTD,MINERAL COMMODITIES,20/08/1970,,,3,15,C,,,,0C00000LY6,0P00006WPJ,,,MRC
mrc1,MRC,MRCDA,1,01,deferred settlement,20010529,20010612,37040,37054,29/05/2001,12/06/2001,6,MINERAL COMMODITIES LTD,MINERAL COMMODITIES,20/08/1970,,,3,15,C,,,,0C00000LY6,0P00006WPJ,,,MRC
mrc1,MRC,MRC,1,01,ordinary,20010613,,37055,,13/06/2001,,4036,MINERAL COMMODITIES LTD,MINERAL COMMODITIES,20/08/1970,,15104000,3,15,,,,,0C00000LY6,0P00006WPJ,,,MRC
mrd1,MRD,MRD,1,06,units,19960823,20000620,35300,36697,23/08/1996,20/06/2000,116,MERIDIAN INVESTMENT TRUST,MERIDIAN INVESTMENT,23/08/1996,11/12/2009,,20,40,N;M,tpt1,{tpt1} merges with {mrd1} and then {mrd1} changes its name. 1 {tpt1} became 0.3 [mrd] convertible notes + 19 cents,,,,,,MRZ1
mrd1,TMT,TMT,1,06,units,20000621,20030324,36698,37704,21/06/2000,24/03/2003,699,TYNDALL MERIDIAN TRUST,TYNDALL MERIDIAN,23/08/1996,11/12/2009,40401010,20,40,N,,,,,,,,MRZ1
mrd1,JFM,JFM,1,06,units,20030325,20070219,37705,39132,25/03/2003,19/02/2007,987,JF MERIDIAN TRUST,JF MERIDIAN TRUST,23/08/1996,11/12/2009,40402000,20,40,N,,,,,,,,MRZ1
mrd1,MRZ,MRZ,1,06,units,20070220,20091211,39133,40158,20/02/2007,11/12/2009,703,MIRVAC REAL ESTATE INVESTMENT TRUST,MIRVAC REAL ESTATE,23/08/1996,11/12/2009,40402000,20,40,R;S;M,mpt1,mirvac group,,,,,,MRZ1
mre2,MRE,MRE,1,06,units stapled,20241016,,45581,,16/10/2024,,53,METRICS REAL ESTATE MULTI-STRATEGY FUND,METRICS REAL ESTATE,16/10/2024,,0,26,70,,,,,,,,,MRE
mrg2,MRG,MRG,1,01,ordinary,20161216,20210111,42720,44207,16/12/2016,11/01/2021,827,MURRAY RIVER ORGANICS GROUP LIMITED,MURRAY RIVER GRP,16/12/2016,11/04/2023,30200000,13,30,C,,,,0C0000B6RD,0P00019CMX,,,MRG
mrg2,MRG,MRGDA,1,01,deferred settlement,20210112,20210120,44208,44216,12/01/2021,20/01/2021,6,MURRAY RIVER ORGANICS GROUP LIMITED,MURRAY RIVER GRP,16/12/2016,11/04/2023,30200000,13,30,C,,,,0C0000B6RD,0P00019CMX,,,MRG
mrg2,MRG,MRG,1,01,ordinary,20210121,20230411,44217,45027,21/01/2021,11/04/2023,170,MURRAY RIVER ORGANICS GROUP LIMITED,MURRAY RIVER GRP,16/12/2016,11/04/2023,30200000,13,30,E,,,,0C0000B6RD,0P00019CMX,,,MRG
mrh1,MRH,MRH,1,01,ordinary,19950719,20000629,34899,36706,19/07/1995,29/06/2000,59,MRI HOLDINGS LIMITED,MRI HOLDINGS LIMITED,06/08/1925,31/08/2010,,17,40,N,,,,0C00000LW2,0P00006WO4,,,MRI1
mrh1,ANY,ANY,1,01,ordinary,20000630,20030617,36707,37789,30/06/2000,17/06/2003,205,AUSTRALIA NET.COM LIMITED,AUSTRALIA NET.COM,06/08/1925,31/08/2010,40200000,17,40,N,,,,0C00000LW2,0P00006WO4,,,MRI1
mrh1,MRI,MRI,1,01,ordinary,20030618,20100831,37790,40421,18/06/2003,31/08/2010,153,MRI HOLDINGS LIMITED,MRI HOLDINGS LTD,06/08/1925,31/08/2010,40200000,17,40,F,,,,0C00000LW2,0P00006WO4,,,MRI1
mri3,MRI,MRI,1,01,ordinary,20220211,,44603,,11/02/2022,,317,MY REWARDS INTERNATIONAL LIMITED,MYREWARDSINTERNATION,11/02/2022,,20200000,5,20,,,,,0C0000CBRO,0P0001O3V5,,,MRI
mrj1,MRJ,MRJ,1,01,ordinary,20110407,20121008,40640,41190,07/04/2011,08/10/2012,185,MERIDIEN RESOURCES LIMITED,MERIDIEN RES LTD,07/04/2011,,40200000,17,40,N,,,,0C00008O35,0P0000SQU5,,,TGM
mrj1,SWJ,SWJ,1,01,ordinary,20121009,20181203,41191,43437,09/10/2012,03/12/2018,999,STONEWALL RESOURCES LIMITED,STONEWALL RES LTD,07/04/2011,,15104000,3,15,N,,,,0C00008O35,0P0000SQU5,,,TGM
mrj1,SWJ,SWJDA,1,01,deferred settlement,20181204,20181212,43438,43446,04/12/2018,12/12/2018,4,STONEWALL RESOURCES LIMITED,STONEWALL RES LTD,07/04/2011,,15104000,3,15,C,,,,0C00008O35,0P0000SQU5,,,TGM
mrj1,SWJ,SWJ,1,01,ordinary,20181213,20181218,43447,43452,13/12/2018,18/12/2018,4,STONEWALL RESOURCES LIMITED,STONEWALL RES LTD,07/04/2011,,15104000,3,15,N,,,,0C00008O35,0P0000SQU5,,,TGM
mrj1,TGM,TGM,1,01,ordinary,20181219,,43453,,19/12/2018,,1270,THETA GOLD MINES LIMITED,THETA GOLD MINES LTD,07/04/2011,,15104000,3,15,,,,,0C00008O35,0P0000SQU5,,,TGM
mrl1,MRL,MRL,1,01,ordinary,19980528,20061026,35943,39016,28/05/1998,26/10/2006,1725,MILLERS RETAIL LIMITED,MILLERS RETAIL,28/05/1998,,25500000,11,25,C,,,,0C00000LY0,0P00006WPF,,,CCX
mrl1,MRL,MRLDA,1,01,deferred settlement,20061027,20061110,39017,39031,27/10/2006,10/11/2006,11,MILLERS RETAIL LIMITED,MILLERS RETAIL,28/05/1998,,25500000,11,25,C,,,,0C00000LY0,0P00006WPF,,,CCX
mrl1,MRL,MRL,1,01,ordinary,20061111,20061130,39032,39051,11/11/2006,30/11/2006,14,MILLERS RETAIL LIMITED,MILLERS RETAIL,28/05/1998,,25500000,11,25,N,,,,0C00000LY0,0P00006WPF,,,CCX
mrl1,SFH,SFH,1,01,ordinary,20061201,20181126,39052,43430,01/12/2006,26/11/2018,2969,SPECIALTY FASHION GROUP LIMITED,SPECIALTY FASHION,28/05/1998,,25500000,11,25,N,,,,0C00000LY0,0P00006WPF,,,CCX
mrl1,CCX,CCX,1,01,ordinary,20181127,,43431,,27/11/2018,,1534,CITY CHIC COLLECTIVE LIMITED,CITY CHIC COLLECTIVE,28/05/1998,,25500000,11,25,,,,,0C00000LY0,0P00006WPF,,,CCX
mrl2,MRL,MRL,1,01,cdi 1:1,20170921,,42999,,21/09/2017,,1299,MAYUR RESOURCES LIMITED,MAYUR RESOURCES LTD,21/09/2017,,15104000,3,15,,,,,0C0000BBP4,0P0001BJN3,,,MRL
mrm2,MRM,MRM,1,01,ordinary,19990621,20141209,36332,41982,21/06/1999,09/12/2014,3648,MERMAID MARINE AUSTRALIA LIMITED,MERMAID MARINE,21/06/1999,26/07/2024,20300000,6,20,N,,,,0C00000LXK,0P00006WP5,,,MRM
mrm2,MRM,MRM,1,01,ordinary,20141210,20210201,41983,44228,10/12/2014,01/02/2021,1547,MMA OFFSHORE LIMITED,MMAOFFSHOR,21/06/1999,26/07/2024,10100000,1,10,C,,cyan mma holdings pty limited offers 270 cents per each {mrm2},,0C00000LXK,0P00006WP5,,,MRM
mrm2,MRM,MRMDA,1,01,deferred settlement,20210202,20210210,44229,44237,02/02/2021,10/02/2021,7,MMA OFFSHORE LIMITED,MMAOFFSHOR,21/06/1999,26/07/2024,10100000,1,10,C,,,,0C00000LXK,0P00006WP5,,,MRM
mrm2,MRM,MRM,1,01,ordinary,20210211,20240726,44238,45499,11/02/2021,26/07/2024,860,MMA OFFSHORE LIMITED,MMAOFFSHOR,21/06/1999,26/07/2024,10100000,1,10,S;R;M,,cyan mma holdings pty limited offers 270 cents per each {mrm2},,0C00000LXK,0P00006WP5,,,MRM
mrn2,MRN,MRN,1,01,ordinary,20050420,20151112,38462,42320,20/04/2005,12/11/2015,1149,MACQUARIE RADIO NETWORK LIMITED,MACQUARIE RADIO,20/04/2005,31/10/2019,25400000,10,25,N,,,,0C00000LWC,0P00006Y2D,,,MRN
mrn2,MRN,MRN,1,01,ordinary,20151113,20191031,42321,43769,13/11/2015,31/10/2019,439,MACQUARIE MEDIA LIMITED,MACQ MEDIA LTD,20/04/2005,31/10/2019,50200000,24,50,A,fxj1,fairfax media {fxj1} offers 146 cents per {mrn2},,0C00000LWC,0P00006Y2D,,,MRN
mro2,MRO,MRO,1,01,ordinary,20050915,20100517,38610,40315,15/09/2005,17/05/2010,1079,MONARO MINING NL,MONARO MINING NL,15/09/2005,,15104000,3,15,N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,AIW,AIW,1,01,ordinary,20100518,20101006,40316,40457,18/05/2010,06/10/2010,81,AUSTRALIAN-AMERICAN MINING CORPORATION NL,AUSAMERICAN MIN CORP,15/09/2005,,15104000,3,15,N;Y,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,AIW,AIW,1,01,ordinary,20101007,20110912,40458,40798,07/10/2010,12/09/2011,227,AUSTRALIAN-AMERICAN MINING CORPORATION LIMITED,AUSAMERICAN MIN CORP,15/09/2005,,15104000,3,15,N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,AIW,AIWDA,1,01,deferred settlement,20110913,20110923,40799,40809,13/09/2011,23/09/2011,5,AUSTRALIAN-AMERICAN MINING CORPORATION LIMITED,AUSAMERICAN MIN CORP,15/09/2005,,15104000,3,15,C,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,AIW,AIW,1,01,ordinary,20110924,20140211,40810,41681,24/09/2011,11/02/2014,477,AUSTRALIAN-AMERICAN MINING CORPORATION LIMITED,AUSAMERICAN MIN CORP,15/09/2005,,15104000,3,15,N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,AIW,AIW,1,01,ordinary,20140212,20141130,41682,41973,12/02/2014,30/11/2014,45,AUSAMERICAN MINING LIMITED,AUSAMERICAN MIN LTD,15/09/2005,,15104000,3,15,C;N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,AIW,AIWDA,1,01,deferred settlement,20141201,20141210,41974,41983,01/12/2014,10/12/2014,1,AUSAMERICAN MINING LIMITED,AUSAMERICAN MIN LTD,15/09/2005,,15104000,3,15,C,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,AIW,AIW,1,01,ordinary,20141211,20141216,41984,41989,11/12/2014,16/12/2014,0,AUSAMERICAN MINING LIMITED,AUSAMERICAN MIN LTD,15/09/2005,,15104000,3,15,C;N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,ARK,ARK,1,01,ordinary,20141217,20171207,41990,43076,17/12/2014,07/12/2017,0,AUSROC METALS LTD,AUSROC METALS LTD,15/09/2005,,15104000,3,15,N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,ARK,ARKDC,1,01,deferred settlement,20171208,20171218,43077,43087,08/12/2017,18/12/2017,1,AUSROC METALS LTD,AUSROC METALS LTD,15/09/2005,,15104000,3,15,C,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,ARK,ARK,1,01,ordinary,20171219,20180313,43088,43172,19/12/2017,13/03/2018,7,AUSROC METALS LTD,AUSROC METALS LTD,15/09/2005,,15104000,3,15,N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,WML,WML,1,01,ordinary,20180314,20241208,43173,45634,14/03/2018,08/12/2024,1462,WOOMERA MINING LIMITED,WOOMERA MINING LTD,15/09/2005,,15104000,3,15,N,,,,0C00000LYS,0P00006Y3F,,,OB1
mro2,OB1,OB1,1,01,ordinary,20241209,,45635,,09/12/2024,,7,ORBMINCO LIMITED,ORBMINCO LIMITED,15/09/2005,,15104000,3,15,,,,,0C00000LYS,0P00006Y3F,,,OB1
mrp2,MRP,MRP,1,01,ordinary,20101224,20120304,40536,40972,24/12/2010,04/03/2012,282,MACPHERSONS REWARD GOLD LIMITED,MACPHERSONS REWARD,24/12/2010,17/06/2019,15104000,3,15,N,,,,0C00008JB1,0P0000S0FX,,,MRP
mrp2,MRP,MRP,1,01,ordinary,20120305,20190617,40973,43633,05/03/2012,17/06/2019,1572,MACPHERSONS RESOURCES LIMITED,MACPHERSONS RESOURCE,24/12/2010,17/06/2019,15104000,3,15,S;R;M,irc1,intermin resources limited offers one {irc1} for each 1.8227 {mrp2} shares,,0C00008JB1,0P0000S0FX,,,MRP
mrq1,MRQ,MRQ,1,01,ordinary,20110608,,40702,,08/06/2011,,2384,MRG METALS LIMITED,MRG METALS LIMITED,08/06/2011,,15104000,3,15,,,,,0C00008RM0,0P0000TE36,,,MRQ
mrr1,MRR,MRR,1,01,ordinary,20111111,20160127,40858,42396,11/11/2011,27/01/2016,229,MINREX RESOURCES NL,MINREX RES NL,11/11/2011,,15104000,3,15,N;Y,,,,0C000092BC,0P0000UI14,,,MRR
mrr1,MRR,MRR,1,01,ordinary,20160128,,42397,,28/01/2016,,1560,MINREX RESOURCES LIMITED,MINREX RESOURCES LTD,11/11/2011,,15104000,3,15,,,,,0C000092BC,0P0000UI14,,,MRR
mrs1,MRS,MRS,1,01,ordinary,20021029,20060713,37558,38911,29/10/2002,13/07/2006,490,MONARCH RESOURCES LIMITED,MONARCH RESOURCES,29/10/2002,,15104000,3,15,N,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,MON,MON,1,01,ordinary,20060714,20071217,38912,39433,14/07/2006,17/12/2007,358,MONARCH GOLD MINING COMPANY LIMITED,MONARCH GOLD MINING,29/10/2002,,15104000,3,15,C,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,MON,MONDA,1,01,deferred settlement,20071218,20080104,39434,39451,18/12/2007,04/01/2008,10,MONARCH GOLD MINING COMPANY LIMITED,MONARCH GOLD MINING,29/10/2002,,15104000,3,15,C,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,MON,MON,1,01,ordinary,20080105,20100304,39452,40241,05/01/2008,04/03/2010,103,MONARCH GOLD MINING COMPANY LIMITED,MONARCH GOLD MINING,29/10/2002,,15104000,3,15,N,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,SWA,SWA,1,01,ordinary,20100305,20140709,40242,41829,05/03/2010,09/07/2014,0,SWAN GOLD MINING LIMITED,SWAN GOLD MINING,29/10/2002,,15104000,3,15,C,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,SWA,SWADA,1,01,deferred settlement,20140710,20140715,41830,41835,10/07/2014,15/07/2014,1,SWAN GOLD MINING LIMITED,SWAN GOLD MINING,29/10/2002,,15104000,3,15,C,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,SWA,SWA,1,01,ordinary,20140716,20151201,41836,42339,16/07/2014,01/12/2015,0,SWAN GOLD MINING LIMITED,SWAN GOLD MINING,29/10/2002,,15104000,3,15,N,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,EGS,EGS,1,01,ordinary,20151202,20190611,42340,43627,02/12/2015,11/06/2019,392,EASTERN GOLDFIELDS LIMITED,EASTERN GOLDFIELDS,29/10/2002,,15104000,3,15,C,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,EGS,EGSDC,1,01,deferred settlement,20190612,20190620,43628,43636,12/06/2019,20/06/2019,1,EASTERN GOLDFIELDS LIMITED,EASTERN GOLDFIELDS,29/10/2002,,15104000,3,15,C,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,EGS,EGS,1,01,ordinary,20190621,20190624,43637,43640,21/06/2019,24/06/2019,0,EASTERN GOLDFIELDS LIMITED,EASTERN GOLDFIELDS,29/10/2002,,15104000,3,15,N,,,,0C00000LYR,0P00006Y3E,,,OBM
mrs1,OBM,OBM,1,01,ordinary,20190625,,43641,,25/06/2019,,1383,ORA BANDA MINING LTD,ORA BANDA MINING LTD,29/10/2002,,15104000,3,15,,,,,0C00000LYR,0P00006Y3E,,,OBM
mru1,MRU,MRU,1,01,ordinary,20061009,20110615,38999,40709,09/10/2006,15/06/2011,1124,MANTRA RESOURCES LIMITED,MANTRA RESOURCES,09/10/2006,15/06/2011,10100000,1,10,R;S;M,,armz uranium holding co offers 687 cents plus 15 cents dividend per {mru1} share,,0C00000LWM,0P00006Y2G,,,MRU
mrx1,MRX,MRX,1,01,ordinary,20000711,20111128,36718,40875,11/07/2000,28/11/2011,1972,MATRIX METALS LIMITED,MATRIX METALS,11/07/2000,,15104000,3,15,C,,,,0C00000LWX,0P00006WOS,,,MTL
mrx1,MRX,MRXDA,1,01,deferred settlement,20111129,20111212,40876,40889,29/11/2011,12/12/2011,1,MATRIX METALS LIMITED,MATRIX METALS,11/07/2000,,15104000,3,15,C,,,,0C00000LWX,0P00006WOS,,,MTL
mrx1,MRX,MRX,1,01,ordinary,20111213,20140316,40890,41714,13/12/2011,16/03/2014,289,MATRIX METALS LIMITED,MATRIX METALS,11/07/2000,,15104000,3,15,N,,,,0C00000LWX,0P00006WOS,,,MTL
mrx1,CAD,CAD,1,01,ordinary,20140317,20190415,41715,43570,17/03/2014,15/04/2019,953,CAENEUS MINERALS LTD,CAENEUS MINERALS,11/07/2000,,15104000,3,15,C,,,,0C00000LWX,0P00006WOS,,,MTL
mrx1,CAD,CADDA,1,01,deferred settlement,20190416,20190430,43571,43585,16/04/2019,30/04/2019,8,CAENEUS MINERALS LTD,CAENEUS MINERALS,11/07/2000,,15104000,3,15,C,,,,0C00000LWX,0P00006WOS,,,MTL
mrx1,CAD,CAD,1,01,ordinary,20190501,20221206,43586,44901,01/05/2019,06/12/2022,810,CAENEUS MINERALS LTD,CAENEUS MINERALS,11/07/2000,,15104000,3,15,N,,,,0C00000LWX,0P00006WOS,,,MTL
